,ID,Startzeit,Fertigstellungszeit,Schulform,Alter,"Schulstufe (1. Jg HTL oder Fachschule = 9. Schulstufe, 4. Jg = 12. Schulstufe); für Kolleg bzw. Tageskolleg bitte >13 wählen",Geschlecht,Ich finde Onlineunterricht (alle Schüler/innen/Studierende sind zuhause) im Allgemeinen genauso gut wie normalen Unterricht (Präsenzunterricht). 5 Sterne = trifft voll zu,"Gib an, wie gut deine Bedingungen zum Onlinelernen zuhause sind (Computer, Internet, angenehmer Arbeitsplatz). 5 Sterne = sehr gut",Ich nehme am Onlineunterricht normalerweise über einen Laptop von zuhause aus teil. (5 trifft voll zu),"Gib an, ob der Onlineunterricht für dich im Allgemeinen anstrengender ist als Präsenzunterricht (5 Sterne = trifft voll zu)","Gib an, ob die Arbeitsbelastung für die Schule durch den Onlineunterricht im Allgemeinen  zunimmt (5 Sterne = sehr stark)",dass er nicht zeitig in der Früh ist,dass ich zuhause Ruhe habe,dass oft genug eine Pause eingelegt wird,dass der Unterricht gut strukturiert ist,"dass Onlineübungen eingebunden sind, die nicht bewertet sind, z.B. ein paar Fragen, wo man erfährt, ob sie stimmen, oder nicht, die aber nicht bewertet werden",dass Spiele in den Unterricht eingebunden werden,"dass es Arbeitsaufträge gibt, bei denen ich mit einem oder mehreren meiner Mitschüler/innen zusammenarbeite","dass klar ist, welche Leistungen zu erbringen sind","Wenn ich etwas Privates vom Lehrer/der Lehrerin mitbekomme (z.B. Kinder, Haustiere im Hintergrund etc.)",wenn ich im Onlineunterricht namentlich angesprochen werden,"wenn der Lehrer/die Lehrerin zeigt bzw. zugibt, dass sie sich irgendwo nicht auskennt",wenn ich im Unterricht gelobt werde,wenn andere im Onlineunterricht gelobt werden,"Ergänze hier Faktoren, die deine Freude am Onlineunterricht erhöhen, die bei Frage 12 nicht genannt sind.","Kreuze an, welche Vorteile der Unterricht im Klassenzimmer gegenüber dem Onlineunterricht hat.","Wenn du bei Frage 14 ""Sonstige"" angekreuzt hast, gib an, was du dabei gemeint hast.","Hast du den Eindruck, dass  ältere Lehrkräfte (>35 Jahre) im Allgemeinen schlechter mit der Gestaltung des  Onlineunterrichts zurecht kommen tun als jüngere Lehrkräfte? (5 Sterne= trifft voll zu)","Ich fände es gut, wenn auch in Zukunft ein Teil des Unterrichts online stattfindet (5 Sterne = trifft voll zu)",Kommentare,Schule
212,2,2021-03-12 12:06:09,2021-03-12 12:09:41,Tageskolleg,18-20,>13,männlich,1.0,5.0,5.0,1.0,5.0,egal,sehr wichtig,egal,sehr wichtig,sehr wichtig,egal,egal,sehr wichtig,gar nicht wichtig,egal,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,1.0,,bautechnikum
213,3,2021-03-12 12:07:33,2021-03-12 12:09:45,Tageskolleg,18-20,>13,,1.0,5.0,5.0,5.0,5.0,gar nicht wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,sehr wichtig,gar nicht wichtig,gar nicht wichtig,nichts,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;,,1.0,1.0,nichts,bautechnikum
214,4,2021-03-12 12:05:49,2021-03-12 12:10:19,Tageskolleg,>20,>13,männlich,2.0,5.0,2.0,5.0,2.0,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,egal,sehr wichtig,egal,wichtig,egal,wichtig,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,2.0,3.0,-,bautechnikum
215,5,2021-03-12 12:05:41,2021-03-12 12:10:55,Tageskolleg,>20,>13,männlich,2.0,4.0,5.0,4.0,5.0,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,egal,egal,sehr wichtig,gar nicht wichtig,egal,egal,egal,egal,keine,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,keine,2.0,1.0,keine,bautechnikum
216,6,2021-03-12 12:05:46,2021-03-12 12:11:23,Tageskolleg,18-20,>13,männlich,1.0,4.0,5.0,5.0,5.0,sehr wichtig,sehr wichtig,egal,egal,nicht wichtig,gar nicht wichtig,egal,sehr wichtig,nicht wichtig,wichtig,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;,,2.0,1.0,,bautechnikum
217,7,2021-03-12 12:07:48,2021-03-12 12:11:29,Tageskolleg,>20,>13,männlich,2.0,5.0,5.0,5.0,5.0,nicht wichtig,sehr wichtig,wichtig,sehr wichtig,egal,gar nicht wichtig,wichtig,sehr wichtig,nicht wichtig,wichtig,egal,wichtig,wichtig,l,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,4.0,1.0,Lieber wieder Präsenzunterricht!!!,bautechnikum
218,8,2021-03-12 12:08:59,2021-03-12 12:12:34,Tageskolleg,18-20,>13,weiblich,2.0,4.0,3.0,5.0,3.0,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,sehr wichtig,egal,sehr wichtig,egal,wichtig,sehr wichtig,wichtig,wichtig,/,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,2.0,1.0,/,bautechnikum
219,9,2021-03-12 12:09:01,2021-03-12 12:13:08,Tageskolleg,>20,>13,männlich,3.0,3.0,5.0,2.0,5.0,egal,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,egal,wichtig,wichtig,egal,wichtig,wichtig,egal,egal,Keine,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,4.0,4.0,Keine,bautechnikum
220,10,2021-03-12 12:06:43,2021-03-12 12:17:10,Tageskolleg,18-20,>13,männlich,1.0,3.0,5.0,5.0,5.0,wichtig,wichtig,wichtig,wichtig,nicht wichtig,gar nicht wichtig,gar nicht wichtig,nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,wichtig,wichtig,"Mehr Praxis, Nur Theorie ist einfach einer der schlechtesten Wege um etwas zu lernen
Die ganze zeit nur stumpf etwas durchzugehen und dann viele Arbeitsaufträge zu geben, sowas geht halt stark an die Psyche",direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;Sonstige;,"Von Gesicht zu Gesicht lernt man besser
Man bekommt mehr Praxis gezeigt 
Die Lehrer gehen mehr auf die jeweiligen Schüler ein
MAN KOMMT AUCH MAL AUS DEMM HAUS!!!
MAN BEKOMMT EINE ROUTINE AUSSERHALB VON ZUHAUSE",4.0,1.0,"Bitte hört mit dem online Unterricht auf, ich will lernen. Nur zuhause was gesagt bekommen und dann alles wieder selbst beibringen ist kein lernen. Ich habe in einem Fach ständig Nachhilfe weil ich da nicht mitkomme. Die Psychische Belastung wird jeden Tag schlimmer wenn man nur Zuhause bleibt, keinen sehen kann/darf, nichts unternehmen kann (außer zum 50 mal in der gegen spazieren). Da ist die Schule im Moment das einzige was einem von zuhause rausholt ",bautechnikum
221,11,2021-03-12 12:09:39,2021-03-12 12:18:27,Tageskolleg,18-20,>13,männlich,1.0,3.0,5.0,5.0,5.0,egal,sehr wichtig,egal,sehr wichtig,egal,nicht wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,egal,sehr wichtig,egal,egal,Allgemein habe ich überhaupt keine Freude am Onlineunterricht. Ich fühle mich sehr unsicher bei den Aufgaben und zweifele dran die Reifeprüfung zu bestehen. ,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;Sonstige;,"Das die Lehrkraft, meine Fehler gleich vor meinen Augen zeigen kann. Zum Beispiel, falls ich in Mathe mit dem Taschenrechner was falsch mache kann der Lehrer es vor meinen Augen verbessern und bekomme es besser mit. Ich fühle mich viel besser und motivierter in der Schule als zu Hause.",1.0,1.0,"Ich finde, dass die Schüler oder Schülerinnen die im letzten Jahr sind die Lehrkraft mehr benötigen, als die anderen Klassen. Ebenfalls ist es für die 7-8 Jährige auch sehr schwer, aber für die Unterstufe finde ich es noch okey.",bautechnikum
222,12,2021-03-12 12:12:02,2021-03-12 12:22:02,Tageskolleg,18-20,>13,männlich,1.0,4.0,3.0,5.0,5.0,wichtig,wichtig,wichtig,egal,nicht wichtig,egal,nicht wichtig,wichtig,egal,egal,nicht wichtig,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;Sonstige;,"Keine Ablenkung, bessere Motivation ",2.0,1.0,Ich habe das Gefühl der online Unterricht wird von den meisten Schülern als sehr anstrengend und auslaugend wahrgenommen. Zusammen mit dem beschränkten Möglichkeiten belastet es viele die ich kenne und auch mich. Persönlich freue ich mich sehr auf den tag an dem normaler unterricht wieder möglich ist. ,bautechnikum
223,13,2021-03-12 12:11:44,2021-03-12 12:22:07,Tageskolleg,18-20,>13,männlich,3.0,5.0,5.0,2.0,2.0,nicht wichtig,wichtig,egal,sehr wichtig,sehr wichtig,egal,nicht wichtig,sehr wichtig,gar nicht wichtig,egal,egal,nicht wichtig,egal,"Das Problem mit den Besprechungssystem ist sehr stark nervig. Am Meisten, wenn die Person jedes mal startet und sich von der Besprechung entfernt und danach die anderen Mitschüler kommen und das gleiche machen.",direktes Gespräch mit Lehrkraft möglich;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;Sonstige;,"Wenn man eine gewisse Unterstützung auch nach dem Unterricht bekommt, wenn man was nicht verstanden hat.",3.0,4.0,"Das Onlinesystem ist noch ein System, dass grade letztes Jahr eingebracht wurde. Deshalb gibt es immerwieder technische Probleme. So muss man sich halt auch in der jetzigen Situation anpassen und nicht nur im Präsenz- , sondern auch im Online-Unterricht mit seiner Mitarbeit gute Noten erzielen.",bautechnikum
224,14,2021-03-12 12:16:04,2021-03-12 12:22:22,Tageskolleg,18-20,13,männlich,2.0,2.0,,5.0,5.0,egal,,,nicht wichtig,,,,,sehr wichtig,,,,,Ich muss nich früher aufstehen,direktes Gespräch mit Lehrkraft möglich;,,1.0,2.0,,bautechnikum
225,15,2021-03-12 12:16:38,2021-03-12 12:24:05,Tageskolleg,18-20,>13,männlich,1.0,1.0,1.0,5.0,5.0,egal,sehr wichtig,sehr wichtig,egal,wichtig,egal,egal,sehr wichtig,gar nicht wichtig,egal,gar nicht wichtig,sehr wichtig,sehr wichtig,.,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;Sonstige;,Die nervige Schwester von nebenan ist nicht in der Schule dabei.,3.0,1.0,Durch den Online Unterricht wird eine Konzentration auf das Wesentliche nicht möglich. Ich muss in die Schule gehen falls ich meine 5er verbessern möchte. ,bautechnikum
226,1,2021-12-03 10:18:40,2021-12-03 10:20:46,HTL,16-17,11,männlich,3.0,3.0,5.0,3.0,3.0,egal,wichtig,wichtig,wichtig,egal,egal,wichtig,egal,egal,egal,wichtig,wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,2,2.0,,,bautechnikum
227,2,2021-12-03 10:19:02,2021-12-03 10:20:48,HTL,16-17,11,männlich,5.0,4.0,5.0,1.0,2.0,wichtig,wichtig,wichtig,egal,nicht wichtig,gar nicht wichtig,wichtig,wichtig,gar nicht wichtig,gar nicht wichtig,egal,egal,wichtig,,,,2.0,5.0,,bautechnikum
228,3,2021-12-03 10:18:41,2021-12-03 10:21:34,HTL,16-17,11,weiblich,3.0,4.0,5.0,4.0,2.0,gar nicht wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,gar nicht wichtig,wichtig,wichtig,gar nicht wichtig,gar nicht wichtig,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;,5,5.0,,,bautechnikum
229,4,2021-12-03 10:19:49,2021-12-03 10:22:13,HTL,16-17,11,weiblich,3.0,,2.0,3.0,3.0,wichtig,sehr wichtig,egal,wichtig,wichtig,wichtig,egal,wichtig,nicht wichtig,nicht wichtig,egal,wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,3,3.0,,,bautechnikum
230,5,2021-12-03 10:18:50,2021-12-03 10:22:29,HTL,16-17,11,männlich,4.0,5.0,5.0,2.0,3.0,egal,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,egal,sehr wichtig,sehr wichtig,nicht wichtig,egal,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,2,5.0,,,bautechnikum
231,6,2021-12-03 10:18:43,2021-12-03 10:22:34,HTL,16-17,11,männlich,3.0,4.0,5.0,3.0,3.0,wichtig,wichtig,wichtig,egal,egal,egal,wichtig,wichtig,egal,egal,wichtig,egal,wichtig,"Selbsteinteilung der Arbeitsaufträge, bequemer",direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,3,3.0,,,bautechnikum
232,7,2021-12-03 10:19:08,2021-12-03 10:22:48,HTL,16-17,11,männlich,1.0,5.0,5.0,2.0,5.0,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,gar nicht wichtig,sehr wichtig,sehr wichtig,egal,egal,wichtig,gar nicht wichtig,gar nicht wichtig,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;,1,4.0,,,bautechnikum
233,1,2021-03-19 14:45:41,2021-03-19 14:49:08,HTL,14-15,9,männlich,5.0,5.0,5.0,3.0,3.0,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,egal,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,4.0,5.0,,HTL Rennweg
234,2,2021-03-19 14:47:25,2021-03-19 14:50:53,HTL,14-15,9,weiblich,3.0,5.0,4.0,4.0,5.0,egal,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,sehr wichtig,gar nicht wichtig,egal,egal,wichtig,egal,Essen während den Stunden ,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,4.0,5.0,,HTL Rennweg
235,3,2021-03-19 14:50:41,2021-03-19 14:52:07,Fachschule,14-15,9,männlich,5.0,4.0,5.0,1.0,1.0,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,,,,,,,,,,,,,,HTL Rennweg
236,4,2021-03-19 14:49:58,2021-03-19 14:52:35,Fachschule,16-17,9,männlich,5.0,5.0,5.0,4.0,4.0,egal,egal,egal,sehr wichtig,egal,egal,egal,sehr wichtig,egal,egal,egal,egal,egal,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Nachfragen einfacher;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;direktes Gespräch mit Lehrkraft möglich;,,1.0,3.0,,HTL Rennweg
237,5,2021-03-19 14:49:43,2021-03-19 14:52:44,Fachschule,14-15,9,männlich,3.0,4.0,1.0,2.0,3.0,nicht wichtig,wichtig,egal,wichtig,wichtig,,,,,,,,gar nicht wichtig,,,,3.0,1.0,,HTL Rennweg
238,6,2021-03-19 14:48:39,2021-03-19 14:53:21,HTL,14-15,9,männlich,3.0,5.0,5.0,2.0,4.0,egal,sehr wichtig,sehr wichtig,wichtig,wichtig,egal,wichtig,wichtig,wichtig,nicht wichtig,wichtig,wichtig,wichtig,/,direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;,/,1.0,4.0,/,HTL Rennweg
239,7,2021-03-19 14:47:33,2021-03-19 14:54:07,HTL,14-15,9,männlich,4.0,4.0,1.0,3.0,3.0,egal,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,Gelegentlich ein bisschen mit dem Lehrer reden über irgendwelche Themen die einen interessieren und nicht immer nur sie ganze Zeit den Stoff durchziehen.,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;Sonstige;,Freunde und Kollegen sehen und sich in Echt mit ihnen unterhalten!,4.0,5.0,Sehr viele Lehrer geben uns manchmal Aufträge die der Zeit für die sie gemacht sind nicht gerecht werden sondern viel länger sind und dann nicht mehr so viel Freizeit bleibt in der man lernen kann für Überprüfungen oder raus gehen kann und Sport machen oder Zeit mit seiner Familie verbringen kann!,HTL Rennweg
240,8,2021-03-19 14:48:41,2021-03-19 14:55:10,HTL,14-15,9,männlich,4.0,4.0,3.0,3.0,2.0,egal,egal,wichtig,wichtig,sehr wichtig,wichtig,wichtig,sehr wichtig,egal,wichtig,wichtig,egal,egal,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;,,2.0,1.0,Wenn eine Hälfte der Klasse immer zuhause bleibt wird weniger Stoff im Unterricht durchgenommen ,HTL Rennweg
241,9,2021-03-19 14:53:41,2021-03-19 14:56:54,HTL,14-15,9,männlich,2.0,4.0,3.0,5.0,4.0,egal,wichtig,wichtig,egal,sehr wichtig,nicht wichtig,egal,wichtig,egal,nicht wichtig,wichtig,wichtig,wichtig,.,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,3.0,,HTL Rennweg
242,10,2021-03-19 14:55:27,2021-03-19 14:58:23,Fachschule,14-15,9,männlich,2.0,4.0,5.0,5.0,5.0,sehr wichtig,wichtig,wichtig,wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,egal,egal,egal,wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Nachfragen einfacher;,,3.0,3.0,,HTL Rennweg
243,11,2021-03-19 14:56:49,2021-03-19 15:00:20,HTL,14-15,9,weiblich,1.0,5.0,5.0,3.0,4.0,wichtig,wichtig,egal,wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,wichtig,egal,nicht wichtig,egal,wichtig,egal,nichts,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,nichts,5.0,2.0,nichts,HTL Rennweg
244,12,2021-03-19 14:59:13,2021-03-19 15:01:50,HTL,14-15,9,männlich,4.0,5.0,3.0,3.0,1.0,nicht wichtig,wichtig,wichtig,wichtig,sehr wichtig,wichtig,nicht wichtig,wichtig,wichtig,sehr wichtig,nicht wichtig,egal,gar nicht wichtig,,,,2.0,3.0,,HTL Rennweg
245,13,2021-03-19 15:05:29,2021-03-19 15:10:07,HTL,14-15,9,männlich,5.0,4.0,1.0,1.0,1.0,egal,wichtig,egal,wichtig,wichtig,egal,egal,wichtig,gar nicht wichtig,egal,gar nicht wichtig,egal,egal,,Zusammenarbeit mit Mitschüler/innen einfacher;,,1.0,5.0,,HTL Rennweg
246,14,2021-03-19 15:07:31,2021-03-19 15:11:39,HTL,14-15,9,weiblich,2.0,5.0,5.0,3.0,3.0,wichtig,wichtig,sehr wichtig,sehr wichtig,egal,wichtig,sehr wichtig,sehr wichtig,egal,egal,wichtig,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,4.0,2.0,,HTL Rennweg
247,15,2021-03-19 15:07:52,2021-03-19 15:11:40,HTL,14-15,9,weiblich,4.0,4.0,5.0,2.0,3.0,wichtig,sehr wichtig,wichtig,sehr wichtig,egal,sehr wichtig,sehr wichtig,wichtig,egal,nicht wichtig,wichtig,sehr wichtig,egal,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,4.0,5.0,,HTL Rennweg
248,16,2021-03-19 14:50:59,2021-03-19 15:12:22,HTL,14-15,9,männlich,3.0,4.0,2.0,4.0,4.0,egal,wichtig,egal,wichtig,sehr wichtig,sehr wichtig,nicht wichtig,wichtig,gar nicht wichtig,egal,sehr wichtig,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;Sonstige;,Mann kan sich besser konzentrieren (weniger ablenkungen z.b. spiele),3.0,4.0,,HTL Rennweg
249,17,2021-03-19 15:10:21,2021-03-19 15:13:44,HTL,14-15,9,männlich,4.0,4.0,1.0,3.0,3.0,sehr wichtig,wichtig,wichtig,wichtig,wichtig,egal,egal,wichtig,egal,egal,sehr wichtig,wichtig,wichtig,,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,3.0,5.0,,HTL Rennweg
250,18,2021-03-19 15:08:49,2021-03-19 15:13:59,Fachschule,14-15,9,männlich,3.0,2.0,2.0,2.0,5.0,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,nicht wichtig,sehr wichtig,egal,egal,sehr wichtig,sehr wichtig,wichtig,Nichts,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;,Nichts,5.0,5.0,Bitte wieder online unterricht ,HTL Rennweg
251,19,2021-03-19 15:10:00,2021-03-19 15:14:23,HTL,14-15,9,männlich,4.0,5.0,5.0,4.0,2.0,wichtig,wichtig,wichtig,wichtig,sehr wichtig,egal,wichtig,sehr wichtig,egal,wichtig,wichtig,wichtig,wichtig,,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,2.0,5.0,,HTL Rennweg
252,20,2021-03-19 15:10:49,2021-03-19 15:19:19,HTL,14-15,9,männlich,4.0,5.0,3.0,2.0,1.0,egal,wichtig,wichtig,wichtig,sehr wichtig,nicht wichtig,egal,sehr wichtig,egal,egal,gar nicht wichtig,egal,egal,"Wenn es nicht nur Videokonferenzen gibt, sondern auch manchmal Arbeitsaufträge.",,,2.0,5.0,/,HTL Rennweg
253,21,2021-03-19 15:16:18,2021-03-19 15:21:22,HTL,14-15,9,männlich,2.0,4.0,5.0,4.0,3.0,egal,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,egal,wichtig,egal,nicht wichtig,sehr wichtig,sehr wichtig,sehr wichtig,Das die Lehrer menschlich mit uns umgehen und unsere Grenzen nicht überschreiten im sinne von Arbeitsaufträgeb,Nachfragen einfacher;,Mitschüler treffen und soziale Kontakte mit Ihnen stärken,5.0,3.0,"Der Online Unterricht ist noch nicht gut ausgeprägt, jedoch gibt es vorteile",HTL Rennweg
254,22,2021-03-19 15:18:31,2021-03-19 15:23:31,Fachschule,14-15,9,männlich,3.0,3.0,2.0,2.0,2.0,egal,,,wichtig,wichtig,wichtig,wichtig,,egal,egal,sehr wichtig,egal,,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;ruhigere Arbeitsumgebung als zuhause;,,2.0,4.0,,HTL Rennweg
255,23,2021-03-19 15:23:52,2021-03-19 15:29:41,Fachschule,14-15,9,männlich,5.0,5.0,5.0,3.0,3.0,wichtig,sehr wichtig,wichtig,wichtig,egal,wichtig,sehr wichtig,wichtig,egal,egal,wichtig,sehr wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,,3.0,5.0,,HTL Rennweg
256,24,2021-03-19 15:14:50,2021-03-19 15:32:22,HTL,14-15,9,männlich,3.0,5.0,5.0,3.0,2.0,wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,egal,wichtig,sehr wichtig,egal,nicht wichtig,nicht wichtig,wichtig,egal,,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;,,2.0,3.0,,HTL Rennweg
257,25,2021-03-19 15:35:49,2021-03-19 15:38:24,HTL,14-15,9,männlich,4.0,5.0,5.0,4.0,5.0,egal,wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,egal,wichtig,wichtig,gar nicht wichtig,wichtig,wichtig,wichtig,Weniger Stundenwiederholungen. Diese machen das HomeSchooling um einiges anstrengender.,direktes Gespräch mit Lehrkraft möglich;,,1.0,3.0,,HTL Rennweg
